id;name
109;Ankur Bhargava
110;Amitabh Chaudhary
111;David Eppstein
112;Christian Scheideler
113;Zongmin Ma
114;Jake Chen
115;Pamela W. Adams
116;Andreas Nürnberger
117;Marcin Detyniecki
118;David J. Horntrop
119;Nightow Yoshiro
120;Stephen R. Barley
121;Gideon Kunda
122;Bart Preneel
123;Lyle A. Cox
124; Jr.
125;James R. McGraw
126;Charles S. Wetherell
127;Tom Collins
128;Ben Long
129;Damian Hodgson
130;Svetlana Cicmil
131;Korinna Patelis
132;Carla Rose
133;Xiaohui Long
134;Torsten Suel
135;Dean Bagley
136;Wayne L. Winston
137;John Maeda
138;Red Burns
139;Dan Irish
140;Jeff Kent
141;Celso H. Poderoso de Oliveira
142;Hernan P. Awad
143;Peter W. Glynn
144;Nita Hewitt Rutkosky
145;Denise Seguin
146;Alexander Gelbukh
147;Carlos Alberto Reyes-Garcia
148;Jon Barwise
149;John Etchemendy
150;W. E. Clason
151;David M. Bourg
152;Sharon Zardetto Aker
153;Arthur Maiman
154;Tapan K. Sarkar
155;Robert Mailloux
156;Arthur A. Oliner
157;Magdalena Salazar-Palma
158;Dipak L. Sengupta
159;Laurence T. Yang
160;Xingshe Zhou
161;Wei Zhao
162;Zhaohui Wu
163;Yian Zhu
164;Man Lin
165;Dimitrios Nikolaou Serpanos
166;R. Giladi
167;John A. Pearce
168;D. Ryan Stephens
169;Christopher Diggins
170;Jonathan Turkanis
171;Jeff Cogswell
172;John C Hughes
173;Rivera-Rovelo Jorge
174;Bayro-Corrochano Eduardo
175;Jeremy Keith
176;Takashi Seo
177;Jun Kikuchi
178;Kazuyuki Koizumi
179;Fabio Gasparetti
180;Alessandro Micarelli
181;Linda Foster-Turpen
182;Robert L. Ferrett
183;Alicia Vargas
184;Jeffrey Howard
185;Trinh Anh Tuan
186;Jim Krause
187;Abraham Silberschatz
188;Leon Petrosjan
189;V. V. Mazalov
190;Debasish Jana
191;B. Giinsel
192;A. M. Tekalp
193;Osvaldo Cairo Battistutti
194;Dror Feitelson
195;Eitan Frachtenberg
196;Larry Rudolph
197;Uwe Schwiegelshohn
198;Salem Benferhat
199;Didier Dubois
200;Souhila Kaci
201;Henri Prade
202;Gérard Dreyfus
203;F. Peinetti
204;F. Peano
205;G. Coppa
206;J. Wurtele
207;Laila M. Dawson
208;Albert C. Dawson
209;Craig Pelkie
210;Vlad Pirogov
211;Gary Robert Bertoline
212;Michael T. Wen
213;W. David Kelton
214;Noel Epstein
215;Amy R. Suchowski
216;Frank Vahid
217;Nigel Goldman
218;Norbert Fuhr
219;Mounia Lalmas
220;Saadia Malik
221;Gabriella Kazai
222;Dave Prochnow
223;Ivan Chermayeff
224;Tom Geismar
225;Jay David Bolter
226;Diane Gromala
227;Jared Davis
228;Magnus Svärd
229;Jan Nordström
230;Barry D. Lewis
231;Peter T. Davis
232;Denham Evelyn
233;Bens Smith
234;Rick Barba
235;Rusel Demaria
236;Pedro Cuenca
237;Luis Orozco-Barbosa
238;Robert Grauer
239;Maurie Lockley
240;Walter Glenn
241;Michael T. Simpson
242;Stijn-Pieter van Houten
243;Alexander Verbraeck
244;Boaz Livny
245;Cheryl R. Shrock
246;Glen Coulthard
247;Sarah Hutchinson-Clifford
248;Ann Miller
249;Tim Moors
250;Dinesh Maldasani
251;Doug Walsh
252;Daniel Amyot
253;Alan W. Williams
254;Richard Dal Porto
255;Kevin Sakamoto
256;Don Tica
257;Amihai Motro
258;Philipp Anokhin
259;Jeffrey P. Fisher
260;Allen B. MacKenzie
261;Luiz A. DaSilva
262;Braja M. Das
263;Todd Lammle
264;Wade Edwards
265;Tom Lancaster
266;Justin Menga
267;Eric Quinn
268;Jason Rohm
269;Carl Timm
270;Bryant Tow
271;Ruth Maran
272;Patricia A. Hoefler
273;Silvia T. Acuna
274;Maria I. Sanchez-segura
275;Angus Mcilwraith
276;Giovanni Vigna
277;Erland Jonsson
278;Christopher Kruegel
279;J. A. Grant
280;Keenan Newton
281;Robert Scally
282;Bob Seidensticker
283;J. H. Goodband
284;O. C. L. Haas
285;J. A. Mills
286;Richard Kegler
287;James Grieshaber
288;Tamye Riggs
289;Giuseppe Liotta
290;Srikant Nalatwad
291;Michael Devetsikiotis
292;Sydney J. Jones
293;Michael O'Neal
294;Neil Schlager
295;Jayne Weisblatt
296;Yun Chiu
297;David Hodgson
298;Stephen Stratton
299;Miguel López-Díaz
300;Maria A. Gil
301;Przemyslaw Grzegorzewski
302;Olgierd Hryniewicz
303;Jonathan Lawry
304;Ignas Niemeegers
305;Sonia Heemstra de Groot
306;Alexander Bick
307;Maria Guadalupe Arambula Lariz
308;V. Saxena
309;Bill Camarda
310;Neil Randall
311;Tanya Staples
312;Bernd Carsten Stahl
313;Alex Berson
314;Larry Dubov
315;Simon Gray
316;T. Sowa
317;Doherty Eamon Patrick
318;David Weale
319;Laura Bement
320;Cheryl Boche
321;E. Phil Haley
322;Jeri R. Hanly
323;Elliot B. Koffman
324;Kelly L Murdock
325;Ethelbert N. Chukwu
326;Lee Swearingen
327;Cathy Clarke
328;Constantinos Dovrolis
329;Anson Call
330;Michael J. Shannon
331;Ruchira Sasanka
332;Man-Lap Li
333;Sarita V. Adve
334;Yen-Kuang Chen
335;Eric Debes
336;Christopher Breen
337;Michael W. Hofbaur
338;John Markoff
339;John H. E. Taplin
340;Min Qiu
341;Renlong Han
342;Yohsuke Imai
343;Takayuki Aoki
344;Bernan Press
345;Zeynep Kiziltan
346;Thom Robbins
347;Charles N. Fischer
348;Peter Lavin
349;Roy Ageloff
350;Partrick Carey
351;Frank Boddammer
352;Huzefa Rangwala
353;George Karypis
354;Paul Capello
355;Jon Phillips
356;Tom Negrino
357;David Beskeen
358;Jennifer Duffy
359;Lisa Friedrichsen
360;Elizabeth Eisner Reding
361;H. Podhaisky
362;R. Weiner
363;B. A. Schmitt
364;Peter Wells
365;Elise Moss
366;Gary H. Sockut
367;Cass Lewart
368;D. Lowe
369;Honghua Dai
370;Ramakrishnan Srikant
371;Chengqi Zhang
372;Roger C. Parker
373;Marco Aurélio de Mesquita
374;Alvaro Euzebio Hernandez
375;Yves Deswarte
376;Frederic Cuppens
377;Sushil Jajodia
378;Lingyu Wang
379;Zhiping Chen
380;Yi Wang
381;Csaba Szepesvári
382;Julia Case Bradley
383;Sydney Johnston
384;Michael Patrick Brown
385;Robert R. Hoffman
386;Luke Welling
387;Laura Thomson
388;David Sawyer McFarland
389;Caroline I. Pade
390;Brenda Mallinson
391;David Sewry
392;Chao Rong
393;Katsuhiko Takahashi
394;Katsumi Morikawa
395;Mauro Ferrario
396;Giovanni Ciccotti
397;Kurt Binder
398;Gerard Blanchet
399;Maurice Charbit
400;Jay Kinghorn
401;Jay Dickman
402;Diane Burns
403;Patrick R. Delaney
404;O. Ray Whittington
405;Masaharu Takahashi
406;Yoichi Murakoshi
407;Ryutaro Maeda
408;Kohei Hasegawa
409;Varshni Singh
410;Yohannes Desta
411;Proyag Datta
412;Jason Guy
413;Mark Clarke
414;Daniel L. Feedback
415;J. Weimert
416;Jost Goettert
417;Gavin Ambrose
418;Paul Harris
419;Henriette Barkow
420;Richard Johnson
421;Christopher Walton
422;Rick Segel
423;Barbara Callan-Bogia
424;Alan C. Bovik
425;Michael Knight
426;A. A. Ponomaryov
427;Kwong B. Ng
428;Angela B. Shiflet
429;Harshad Kotecha
430;Charles E. Brown
431;David Gefen
432;Chittibabu Govindarajulu
433;Soren Sonntag
434;Matthias Gries
435;Christian Sauer
436;N. L. Clarke
437;S. M. Furnell
438;Rick F. van der Lans
439;Scott Kelby
440;Dann Gershon
441;David Robinson
442;Alena Neviarouskaya
443;Helmut Prendinger
444;Mitsuru Ishizuka
445;Eric Mylonas
446;Xiaohua Wang
447;Soemon Takakuwa
448;Takaaki Fujita
449;Maki Yoshida
450;Toru Fujiwara
451;Danny Goodman
452;Hanno Lefmann
453;Juha Kärkkäinen
454;Peter Sanders
455;Stefan Burkhardt
456;David Knight
457;Jonathan S. Harbour
458;Håvard Berland
459;Bård Skaflestad
460;Will M. Wright
461;Joel Lacey
462;Toni Robinson
463;Mary Ferrari
464;Rachel Andrew
465;Joe Grand
466;Albert Yarusso
467;Ralph H. Baer
468;Marcus R. Brown
469;Frank Thornton
470;Robert W. Harris
471;Honorée Corpron
472;Francis Cheng
473;Jen deHaan
474;Robert L. Dixon
475;Shimul Rahim
476;Stuart J. Stuple
477;Shalom Carmel
478;Khaled Masmoudi
479;Hossam Afifi
480;Alan L. Eliason
481;Fumio Kishino
482;Yoshifumi Kitamura
483;Hirokazu Kato
484;Noriko Nagata
485;K. Astrom
486;A. Heyden
487;Jeffrey E. Clark
488;Houston H. Carr
489;Charles Snyder
490;Valerie Feldmann
491;Katrin Muhlfeld
492;Kenneth Barclay
493;John Savage
494;Jose A. Lozano
495;Pedro Larrañaga
496;Iñaki Inza
497;Endika Bengoetxea
498;Paul C. Dinsmore
499;Jeannette Cabanis-Brewin
500;Elaine Malfas
501;Beth Brown
502;Jan Marrelli
503;Vojin G. Oklobdzija
504;Ram K. Krishnamurthy
505;Robert T. Grauer
506;Maryann Barber
507;Jaydeep Marathe
508;Frank Mueller
509;Tushar Mohan
510;Sally A. Mckee
511;Bronis R. De Supinski
512;Andy Yoo
513;Guy Fouché
514;Trey Nash
515;Ian Stephenson
516;Ramon M. Chorda
517;Antonio Moreno
518;David Isern
519;David Sánchez
520;Helen Brookes
521;Pamela S. Beason
522;Steven Shaviro
523;Ron Ben Natan
524;David D. Busch
525;Enid L. Zafran
526;Anita Schöbel
527;Mike Welch
528;Nancy Buchanan
529;Giuseppe Della Penna
530;Benedetto Intrigila
531;Igor Melatti
532;Enrico Tronci
533;Marisa Venturini Zilli
534;Jong Kyoung Kim
535;Sung-Yang Bang
536;Seungjin Choi
537;Staff
538;Mark Hoogendoorn
539;Martijn C. Schut
540;Jens Ferner
541;Seyed M. M. Tahaghoghi
542;Hugh Williams
543;Anne Wolfinger
544;J. Douglas Jefferys
545;Judy Kay
546;William T. Niu
547;David J. Carmichael
548;Yootai Kim
549;Raghu Machiraju
550;David Thompson
551;Dimitri Konstantas
552;Jean-Paul Bourrières
553;Michel Léonard
554;Nacer Boudjlida
555;Carol M. Cram
556;Mário Marques Freire
557;Pascal Lorenz
558;Mike Myung-Ok Lee
559;Yashavant P. Kanetkar
560;Casey Loe
561;Manfred Glesner
562;Ricardo Reis
563;Leandro Indrusiak
564;Vincent Mooney
565;Hans Eveking
566;Duke Nukem
567;Phillip Marcus
568;Stephen L. Nelson
569;Jessica Cutler
570;Laura Melton
571;Dawna Walls
572;Muhammad Ali Mazidi
573;Janice Mazidi
574;Rolin McKinlay
575;Arnaud Bailly
576;Mireille Clerbout
577;Isabelle Simplot-Ryl
578;Joshua Paul
579;Joseph Rubin
580;Jerzy Leszczynski
581;Seung Eun Lee
582;Geehyuk Lee
583;Xiaojun Lin
584;Ness B. Shroff
585;A. H. S. Solberg
586;Colleen Garton
587;Kevin Wegryn
588;Rajiv Kishore
589;Hong Zhang
590;R. Ramesh
591;Jörg Grabner
592;Richard Nothhaft
593;Einoshin Suzuki
594;Setsuo Arikawa
595;Sunggu Lee
596;Claudio Hernandez
597;Roque Marín
598;Eva Onaindía
599;Alberto Bugarín
600;José Santos
601;Deborah Morley
602;Charles Parker
603;Nicholas E. Lownes
604;Randy B. Machemehl
605;Thomas Kissell
606;Anne H. H. Ngu
607;Masaru Kitsuregawa
608;Erich Neuhold
609;Jen-Yao Chung
610;Quan Z. Sheng
611;Gordon A. Gow
612;Richard K. Smith
613;David Webster
614;Jim Heid
615;Leslie M. Orchard
616;William J. Frost
617;Tao Tao
618;Xuanhui Wang
619;Qiaozhu Mei
620;ChengXiang Zhai
621;Steve Johnson
622;Maryann T. Barber
623;Lynn Sorensen Sutton
624;Greg Perry
625;John Low
626;Ankit Tiwari
627;Prasanna Ballal
628;Frank L. Lewis
629;Eddie Kohler
630;Jinyang Li
631;Vern Paxson
632;Scott Shenker
633;L. T. Christopher
634;James B. Howland
635;Scott L. Rosen
636;John A. Stine
637;William J. Weiland
638;Joseph R. Dominick
639;Barry L. Sherman
640;Fritz J. Messere
641;Tom Murray
642;Jianqiang Shen
643;Thomas G. Dietterich
644;Luis Joyanes Aguilar
645;Carol Peters
646;Julio Gonzalo
647;Martin Braschler
648;Michael Kluck
649;Steven Till
650;Lawrence M. Leemis
651;Stephen K. Park
652;Colin Potts
653;James E. Tomakyo
654;Orit Hazaan
655;Sharad Maheshwari
656;Joseph Feller
657;Brian Fitzgerald
658;Scott A. Hissam
659;Karim R. Lakhani
660;Hitoshi Takeda
661;Elaine Weinmann
662;Peter Lourekas
663;Jerome Rolia
664;Ludmila Cherkasova
665;Richard Friedrich
666;Martin Eigner
667;Ralph Stelzer
668;Kazem Sohraby
669;Daniel Minoli
670;Taieb Znati
671;Jeanne Aarhus
672;Jonathan Davidson
673;James Peters
674;Manoj Bhatia
675;Satish Kalidindi
676;Sudipto Mukherjee
677;John C. Hancock
678;Roger Toren
679;Austen Andrews
680;Paul E. Harris
681;C. Conti
682;R. Morandi
683;Scott Spence
684;Robert Firebaugh
685;R. Y. Shukla
686;In-Hyouk Song
687;Yoonyoung Jin
688;Pratul K. Ajmera
689;Yen-Chun Lin
690;Chen-Chuan Pan
691;Jhih-En Kuo
692;Dan Birlew
693;Larry Statan
694;Dario Pescador
695;Darril R. Gibson
696;Roy W. Tromble
697;Jason Eisner
698;R. Lowe
699;Anthony Reilly
700;Cindy Caldwell
701;Gavin J. T. Powell
702;A. V. Tuzikov
703;G. L. Margolin
704;H. J. A. M. Heijmans
705;Sushmita Mitra
706;Witold Pedrycz
707;Joao Batista De Jesus
708;Patrick Wiegand
709;R. A. Penfold
710;Joseph R. Meehan
711;Jean-Marc Gauthier
712;Dave Mabe
713;Demian Linn
714;Donald Norris
715;Sarah Zelikovitz
716;William W. Cohen
717;Haym Hirsh
718;Kelly L. Murdock
719;Víctor P. Jiménez
720;Ana García Armada
721;Sherry Willard Kinkoph
722;Xuan-Hieu Phan
723;Le-Minh Nguyen
724;Yasushi Inoguchi
725;Susumu Horiguchi
726;Rajshekhar Sunderraman
727;Pere P. Sancho
728;Carlos Juiz
729;Ramon Puigjaner
730;Lawrence Chung
731;Nary Subramanian
732;Carole Levitt
733;Mark E. Rosch
734;Kenneth E. Corey
735;Mark Wilson
736;G. Hommel
737;S. Huanye
738;Jay April
739;Marco Better
740;Fred Glover
741;James Kelly
742;Manuel Laguna
743;Jerri L. Ledford
744;Andy Ashdown
745;Adele A. Hayward
746;Robert A. Greenes
747;Georghita Ghinea
748;Sherry Y. Chen
749;Cynthia F. Epstein
750;A. L. Kalleberg
751;David S. Evans
752;Richard Schmalensee
753;John Clements
754;Peter Weddle
755;Lakshman Prasad
756;Alexei N. Skourikhine
757;Christoph Schulte Althoff
758;Wolfgang Thomas
759;Nico Wallmeier
760;Joäo Gama
761;Rui Camacho
762;Pavel Brazdil
763;Alípio Jorge
764;Luís Torgo
765;Gabriel Murray
766;Steve Renals
767;Jean Carletta
768;Johanna Moore
769;Nicola Ancona
770;Rosalia Maglietta
771;Ettore Stella
772;Doug Stuns
773;Tim Buterbaugh
774;Bob Bryla
775;Michael Meadhra
776;Charlotte K. Lowrie
777;Ben Willmore
778;Hirokazu Yanagihara
779;Tetsuji Tonda
780;Chieko Matsumoto
781;A. E. Sheue
782;Nieves R. Brisaboa
783;Antonio Fariña
784;Gonzalo Navarro
785;José R. Paramá
786;Georgina R. Hughes
787;Christine S. M. Currie
788;Elizabeth L. Corbett
789;Wolfgang Nejdl
790;Klaus Tochtermann
791;Rajat Khare
792;Michael Price
793;Matt Wales
794;Mehdi Khosrowpour
795;R. Cathelin
796;F. Lopez
797;Ch. Klopp
798;Martin DeLaney
799;Ian F. C. Smith
800;Manuele Bicego
801;Vittorio Murino
802;Marcello Pelillo
803;Andrea Torsello
804;Leslie Hardin
805;Deborah Tice
806;Harold F. Tipton
807;Micki Krause
808;David Pointcheval
809;Henry Balogun
810;Apostolis Salkintzis
811;Nikos Passas
812;Jayshankar Sankarasetty
813;Kevin Mobley
814;Libby Foster
815;Tad Hammer
816;Terri Calderone
817;Benoít Naegel
818;Nicolas Passat
819;Christian Ronse
820;Chi-Sheng Shih
821;Shiao-Li Tsao
822;Yeh-Ching Chung
823;Shyh-In Hwang
824;Richard V. Kelly
825;William E. Burr
826;Irfan Essa
827;Kim Bang Salling
828;Steen Leleur
829;Deborah L. Bence
830;Velda L. Largen
831;Gary B. Shelly
832;Thomas J. Cashman
833;Philip J. Pratt
834;Mary Z. Last
835;Dan Gookin
836;Kim Heldman
837;Patti M. Jansen
838;Claudia M. Baca
839;Li Chen
840;Yue Zhou
841;Yonggang Wang
842;Jie Yang
843;Roman Wyrzykowski
844;Jack Dongarra
845;Norbert Meyer
846;Jerzy Wasniewski
847;Nancy Lewis
848;Robert Bishop
849;I. C. McLlwaine
850;Faithe Wempen
851;Samuel E. Portny
852;Samuel J. Mantel
853;Jack R. Meredith
854;Scott M. Shafer
855;Margaret M. Sutton
856;Brian E. Kramer
857;Maneesh Sethi
858;L. S. Fainzilberg
859;Keith Underdahl
860;Ana Cavalcanti
861;Augusto Sampaio
862;Jim Woodcock
863;Patricia J. Fewell
864;William J. Gibbs
865;Simona Bernardi
866;José Merseguer
867;Martin F Krafft
868;Jenny Preece
869;Jonathan Lazar
870;Paul Donnelley
871;Marco Dorigo
872;Luca Maria Gambardella
873;Mauro Birattari
874;Alcherio Martinoli
875;Riccardo Poli
876;Thomas Stützle
877;Martin Maguire
878;Cheryl Price
879;Julia Wix
880;Ryan T. Putnam
881;Jesse M. Torres
882;James A. Svoboda
883;Daniel Cremers
884;Mikael Rousson
885;Rachid Deriche
886;Carol Yacht
887;V.K. Jain
888;Julieanne Kost
889;John Sharp
890;Jon Jagger
891;Lisa Slater Nicholls
892;Colin Malcolm Nicholls
893;Sherry Kinkoph
894;Z. Wang
895;M. van de Panne
896;Paola Forcheri
897;Paolo Gentilini
898;Maria Teresa Molfino
899;Martin J. Miller
900;David M. Ferrin
901;Tanner Flynn
902;Marshall Ashby
903;K. Preston White
904;Michael G. Mauer
905;Judy Mardar
906;M. Nakanishi
907;T. Ogura
908;Anthony V. Chiarella
909;Dawn Wood
910;Marianne Fox
911;Lawrence C. Metzelaar
912;Linda Bird
913;Keith Mulbery
914;Larry Metzelaar
915;Roselyn Teukolsky
916;Kay Yarborou Nelson
917;Rosemarie E. Widmaier
918;Fritz T. Widmaier
919;Margaret Gonglewski
920;Kathleen Z. Montgomery
921;David A. Wiley
922;Abel Mariano Matas Garcia
923;Carlos Miguez Perez
924;Justo Perez Agudin
925;Fernando Picouto Ramos
926;Antonio Angel Ramos Varon
927;Jan L. Harrington
928;J. S. Yang
929;John S. Yang
930;Stewart Venit
931;Elizabeth Drake
932;Simone Stumpf
933;Vidya Rajaram
934;Lida Li
935;Margaret Burnett
936;Thomas Dietterich
937;Erin Sullivan
938;Russell Drummond
939;Jonathan Herlocker
940;Juan Maria Sanchez Peral
941;Mikhail Kanevski
942;Vadim Timonin
943;Alexi Pozdnukhov
944;Miguel Angel Martin Tardio
945;Manuel Núnez
946;Zakaaria Maamar
947;Fernando Pelayo
948;Key Pousttchi
949;Fernando Rubio
950;Laurie Ulrich
951;Darmawan Salihun
952;Jörg Schulze
953;Linlin Cui
954;Jin Dong
955;Yueting Chai
956;Darpan Dinker
957;Herb Schwetman
958;Vladimir Gorodetsky
959;Jiming Liu
960;Victor A. Skormin
961;Brian Kahin
962;Dominique Foray
963;Janine Warner
964;Edward E. Klink
965;Stephen G. Klink
966;Aida Omerovic
967;Jorge Linhares
968;Claudio Marcio Quartaroli
969;Jairo Vieira Cordeiro
970;Uffe Andersen
971;Gunnar Pall Thorisson
972;Bjorn Gunnar Karlsson
973;Janet Valade
974;Michael S. Toot
975;Jerry J. Weygandt
976;Tom Bulatewicz
977;Janice Cuny
978;Elizabeth M. Hollinger
979;S. K. Srivastava
980;Deepali Srivastava
981;Michael B. Cutlip
982;Mordechai Shacham
983;D. E. Stevenson
984;J. Randell
985;Chris Nelson
986;Joseph E. Brewer
987;Raf Guidobono
988;Andrea Dojmi
989;Will Smith
990;Lay Christopher Fox
991;James J Balding
992;J. C. M. Baeten
993;Jonathan Oxer
994;Kyle Rankin
995;Bill Childers
996;Tom Carpenter
997;Michael Worgotter
998;T. Stover
999;William Coughlan
1000;Preston Gralla
1001;James Ambuehl
1002;Blackwood Algernon
1003;Joseph Payne Brennan
1004;Pierre Comtois
1005;August Derleth
1006;George C. Diezel
1007; II
1008;George Allen England
1009;Gordon Linzner
1010;Brian Lumley
1011;Randy Medoff
1012;Robert Garfinkel
1013;Ram Gopal
1014;Arvind Tripathi
1015;Fang Yin
1016;Brian N. Hilton
1017;Frank Hoffmann
1018;Mario Köppen
1019;Frank Klawonn
1020;Rajkumar Roy
1021;Jada Brock-Soldavini
1022;Denise O'Connor
1023;John Brennan
1024;John S. Bonner
1025;Arlene L. Eis
1026;Michael Grigoriadis
1027;Junko Sekine
1028;Enrique Campos-Náñnez
1029;John R. Harrald
1030;Hernán Abeledo
1031;Noboru Ohta
1032;Mitchell Rosen
1033;James Shelton
1034;Kenneth Miller
1035;Erik Holsinger
1036;J. Rodríguez
1037;J. C. Diehl
1038;H. Christiaans
1039;Stephen Cawood
1040;Horacio Gaito
1041;Bruce Taylor
1042;Nathan Haggard
1043;Saleema Amershi
1044;Cristina Conati
1045;John T. Omohundro
1046;Alan J. Kalameja
1047;Philip K. Gunning
1048;Kathleen M. Iverson
1049;Colleen Lindell
1050;K. Chew
1051;William R. Hersh
1052;Dominick Baier
1053;Jonathan M. Borwein
1054;William M. Farmer
1055;Martha Krieg
1056;Mike Crawford
1057;Jirí Matouek
1058;Bernd Gärtner
1059;Harshawardhan Bal
1060;Johnny Hujol
1061;Jane E. Aaron
1062;Robert Ferrett
1063;Marcus Heege
1064;Sommawan Khumpuang
1065;Mitsuhiro Horade
1066;Kazuya Fujioka
1067;Susumu Sugiyama
1068;Yu-Chen Hu
1069;Jim Buyens
1070;Jesse Liberty
1071;Jenny Dugmore
1072;Shirley Lacy
1073;Eleazar Eskin
1074;Trey Ideker
1075;Ben Raphael
1076;Christopher Workman
1077;Edward C. Lin
1078;Kai Yu
1079;Rob A. Rutenbar
1080;Tsuhan Chen
1081;Sandro Corsaro
1082;Nate Perkins
1083;John R. Levine
1084;Margaret Levine Young
1085;Harald H.-J. Bongartz
1086;Karin Diler-Manning
1087;Galen Gruman
1088;Robert Samuel Heathcote
1089;Dennis Shasha
1090;Ahmed Sameh
1091;Tarek El-Ghazawi
1092;Yesha Yacoov
1093;George Omura
1094;Margaret Morrison
1095;Christopher Negus
1096;Leila Merrell Foster
1097;Steve Weitzell
1098;Richard Matheson
1099;Perry Nuffer
1100;Lee Lowry
1101;Volker Scheuber
1102;Arthur Naiman
1103;G Khadanga
1104;Gholam R. Amin
1105;Ali Emrouznejad
1106;Matthias Menge
1107;Vinton A. Dearing
1108;Marc Hoppe
1109;Christian Peter
1110;Antje Herbon
1111;Mani Kishore Vajipeyajula
1112;Eliot Van Buskirk
1113;John Alderman
1114;Rex Martin
1115;Conrad Sanderson
1116;Samy Bengio
1117;Yongsheng Gao
1118;John Morris
1119;Xiuzhen Cheng
1120;Wei Li
1121;Nicholas C. Zakas
1122;Jeremy McPeak
1123;Joe Fawcett
1124;Laura Parkinson
1125;Craig McMurtry
1126;Marc Mercuri
1127;Nigel Watling
1128;R. Bean
1129;C. O'Neill
1130;Emmett Dulaney
1131;Rosa Meo
1132;Pier L. Lanzi
1133;Mika Klemettinen
1134;Kathy Ivens
1135;Alexander Keller
1136;Jean-Philippe Martin-Flatin
1137;Beda Christoph Hammerschmidt
1138;Daoliang Li
1139;Baoji Wang
1140;Conrad Mewton
1141;Doug Addison
1142;Krzysztof Sacha
1143;Felipe Cucker
1144;Ding Xuan Zhou
1145;Jack W. Plunkett
1146;Sabine Lambrich
1147;David C. Planchard
1148;Marie P. Planchard
1149;Steve Schwartz
1150;A. Deane
1151;Gunther Brenner
1152;A. Ecer
1153;David R. Emerson
1154;James McDonough
1155;J. Periaux
1156;N. Satofuka
1157;Damien Tromeur-Dervout
1158;William Shakespeare
1159;Roy Hudd
1160;Amanda Root
1161;Arkangel Cast
1162;Hayden Scott Baron
1163;Chris Patmore
1164;Chi Hang Li
1165;Norman Poh
1166;Thomas Eiter
1167;James Lu
1168;V. S. Subrahmanian
1169;Larry Ullman
1170;Judy Freeman
1171;E. J. Pauwels
1172;P. Fiddelaers
1173;L. J. Van Gool
1174;James O. Hamblen
1175;Tyson S. Hall
1176;Michael D. Furman
1177;Patrick Blattner
1178;W. R. Quadros
1179;K. Shimada
1180;S. J. Owen
1181;Buquan Liu
1182;Yiping Yao
1183;Jing Tao
1184;Huaimin Wang
1185;H. Broersma
1186;S. Dantchev
1187;M. Johnson
1188;David Pogue
1189;Sally Garrington
1190;Thomas Waldraff
1191;Cheryl E. Marx
1192;Ford
1193;Baum
1194;Tony Hu
1195;Yi Pan
1196;Tsau Young Lin
1197;C. Priami
1198;Damon Brown
1199;David S. Moore
1200;Bill Hamilton
1201;Priscilla Walmsley
1202;M. P. Ediciones
1203;Dariush Derakhshani
1204;Thomas Braun
1205;Georg Carle
