paperId;authorId
346;534
346;535
346;536
347;537
349;538
349;67
349;539
349;68
351;540
352;541
352;542
353;543
354;544
355;545
355;546
355;547
356;548
356;549
356;550
357;551
357;552
357;553
357;554
358;358
358;555
359;556
359;557
359;558
362;559
363;560
365;561
365;562
365;563
365;564
365;565
366;566
366;567
367;568
368;569
369;570
369;571
372;572
372;573
372;574
374;575
374;576
374;577
375;578
376;579
377;580
378;581
378;582
379;583
379;584
380;585
381;586
381;587
382;588
382;589
382;590
383;537
384;591
384;592
385;593
385;594
386;595
387;596
388;597
388;598
388;599
388;600
389;601
389;602
390;603
390;604
391;605
392;606
392;607
392;608
392;609
392;610
394;611
394;612
395;613
396;614
397;615
398;616
399;617
399;618
399;619
399;620
400;621
401;505
401;506
401;622
402;623
403;297
403;298
404;624
405;625
406;626
406;627
406;628
407;629
407;630
407;631
407;632
408;633
409;634
410;635
410;636
410;637
412;638
412;639
412;640
413;641
414;642
414;643
416;644
417;645
417;646
417;647
417;648
418;649
420;650
420;651
421;652
422;653
422;654
423;655
424;656
424;657
424;658
424;659
425;660
427;661
427;662
428;135
430;663
430;664
430;665
431;666
431;667
432;668
432;669
432;670
433;671
434;672
434;673
434;674
434;675
434;676
435;621
436;677
436;678
438;679
439;680
440;681
440;682
443;683
444;684
445;685
446;686
446;687
446;688
447;689
447;690
447;691
448;692
449;693
450;694
451;695
452;696
452;697
453;698
453;699
454;700
455;701
457;702
457;703
457;704
459;705
459;706
460;707
461;708
462;709
463;710
464;711
465;621
466;712
467;713
468;714
469;715
469;716
469;717
470;718
471;719
471;720
472;721
473;722
473;723
473;724
473;725
475;726
477;727
477;728
477;729
477;730
477;731
478;732
478;733
479;734
479;735
480;736
480;737
481;738
481;739
481;740
481;741
481;742
482;743
483;744
483;745
484;746
485;747
485;748
486;749
486;750
487;751
487;752
488;753
491;754
492;755
492;756
494;757
494;758
494;759
495;760
495;761
495;762
495;763
495;764
496;765
496;766
496;767
496;768
497;769
497;770
497;771
498;772
498;773
498;774
500;775
500;776
501;777
502;778
502;779
502;780
503;781
504;782
504;783
504;784
504;785
505;786
505;787
505;788
506;789
506;790
507;791
508;792
509;793
510;794
511;795
511;796
511;797
513;798
514;799
515;800
515;801
515;802
515;803
516;804
516;805
518;806
518;807
519;808
521;809
522;810
522;811
523;812
523;813
523;814
523;815
523;816
524;817
524;818
524;819
525;820
525;821
525;822
525;823
526;824
527;825
528;826
529;827
529;828
530;829
530;830
531;831
531;832
531;833
531;834
532;835
533;836
533;837
533;838
534;839
534;840
534;841
534;842
535;843
535;844
535;845
535;846
536;847
538;445
541;848
542;849
544;850
545;851
545;852
545;124
545;853
545;854
545;855
545;856
546;857
548;271
549;858
550;859
551;860
551;861
551;862
552;863
552;864
553;865
553;866
555;867
556;868
556;869
558;870
559;871
559;872
559;873
559;874
559;875
559;876
560;877
562;878
562;879
563;880
564;692
565;881
566;882
567;883
567;884
567;885
568;886
569;887
570;888
571;889
571;890
572;891
572;892
573;893
574;894
574;895
575;896
575;897
575;898
576;537
577;899
577;900
577;901
577;902
577;903
577;124
577;904
578;905
579;906
579;907
580;908
581;909
581;910
581;911
581;912
581;913
581;914
582;915
583;916
585;917
585;918
585;919
586;920
586;921
587;537
588;922
588;923
588;924
588;925
588;926
589;927
590;928
590;929
591;930
591;931
592;932
592;933
592;934
592;935
592;936
592;937
592;938
592;939
593;940
594;941
594;942
594;943
595;944
597;945
597;946
597;947
597;948
597;949
598;950
599;951
600;952
602;953
602;954
602;955
603;956
603;957
605;958
605;959
605;960
606;961
606;962
607;963
608;964
608;965
609;966
610;967
610;968
610;969
611;970
611;971
611;972
612;973
613;974
614;975
615;976
615;977
616;978
617;979
617;980
618;981
618;982
619;983
620;984
624;985
625;986
626;987
626;988
627;989
630;990
630;991
631;992
632;505
634;993
634;994
634;995
635;996
636;997
637;998
638;999
638;124
639;1000
641;1001
641;1002
641;1003
641;1004
641;1005
641;1006
641;1007
641;1008
641;1009
641;1010
641;1011
642;1012
642;1013
642;1014
642;1015
643;1016
646;1017
646;1018
646;1019
646;1020
647;1021
649;1022
649;1023
650;1024
651;1025
652;1026
653;1027
653;1028
653;1029
653;1030
654;1031
654;1032
655;146
656;1033
657;1034
658;1035
659;1036
659;1037
659;1038
660;1039
661;1040
662;1041
663;1042
664;1043
664;1044
665;1045
666;1046
667;1047
668;1048
669;1049
669;1050
669;1051
670;1052
671;1053
671;1054
673;1055
674;1056
675;1057
675;1058
676;1059
676;1060
677;1061
678;100
678;102
678;101
678;1062
679;1063
680;1064
680;1065
680;1066
680;1067
681;1068
682;1069
683;1070
684;1071
684;1072
685;1073
685;1074
685;1075
685;1076
686;1077
686;1078
686;1079
686;1080
687;1081
688;1082
690;1083
690;1084
690;1085
690;1086
691;1087
692;1088
693;1089
694;69
695;1090
695;1091
695;1092
696;1093
697;1094
698;1095
700;1096
701;1097
701;1098
701;1099
701;1100
701;1101
702;1102
703;1103
704;1104
704;1105
705;1106
706;1107
707;1108
710;1109
710;1110
711;1111
712;1112
712;1113
713;425
713;1114
714;272
715;1115
715;1116
715;1117
716;1118
717;1119
717;1120
717;670
718;1121
718;1122
718;1123
719;1124
721;1125
721;1126
721;1127
723;1128
723;1129
724;1130
725;1131
725;1132
725;1133
726;1134
727;1135
727;1136
728;1137
729;1138
729;1139
730;1140
731;1141
732;1142
733;1143
733;1144
734;1145
736;835
736;1146
738;1147
738;1148
740;1149
741;1150
741;1151
741;1152
741;1153
741;1154
741;1155
741;1156
741;1157
742;1158
742;1159
742;1160
742;1161
743;1162
743;1163
743;1164
744;1165
744;1116
745;1166
745;1167
745;1168
746;1169
747;1170
748;1171
748;1172
748;1173
749;1174
749;1175
749;1176
750;1177
751;1178
751;1179
751;1180
753;1181
753;1182
753;1183
753;1184
754;1185
754;1186
754;1187
755;1188
756;1189
757;1190
758;1191
759;1192
759;1193
760;1194
760;1195
760;1196
760;1197
761;1198
762;1199
763;1200
764;1201
765;1202
766;1203
767;1204
767;1205
767;1206
767;1207
768;1208
768;1209
768;1210
768;1211
768;1212
770;1213
773;1214
773;1215
773;1216
774;1217
775;1218
776;1219
777;1220
778;1221
778;1222
778;1223
779;1224
779;1225
780;1226
780;1227
780;1228
781;1229
782;1230
783;1231
785;1232
785;1233
786;1234
786;1235
787;1236
787;1237
787;1238
787;1239
787;1240
787;1241
788;1242
788;1243
789;1244
789;1245
789;1246
789;1247
790;439
791;1248
791;1249
791;1250
793;1251
793;1252
794;1253
795;1254
796;843
796;844
796;1255
796;846
797;1256
797;1257
798;1258
798;1259
798;1260
799;1261
800;1262
800;1263
800;1264
801;1265
801;1266
801;1267
802;1268
803;1269
803;1270
803;1271
803;1272
803;1273
804;1274
805;1275
807;1276
809;505
809;506
810;1277
811;1278
812;1279
812;1280
813;1281
813;1282
813;1283
814;1284
815;1285
816;1286
816;1287
816;1288
818;1289
818;1290
819;1291
819;1292
819;1293
819;1294
820;1295
821;1296
821;1297
821;1298
822;1299
823;1300
823;1301
826;1302
826;1303
827;1304
827;1305
827;1306
827;1307
827;1308
829;1309
830;1310
831;1311
832;1312
832;1313
833;1314
833;1315
833;1316
834;1317
835;905
836;1318
837;1319
837;1320
838;1321
838;124
838;1322
838;1323
838;1324
839;1325
839;1326
840;1327
840;1328
841;1329
841;1330
842;1331
843;1332
843;1333
845;1334
847;1335
849;1336
849;1337
849;1338
849;1339
850;1340
850;1341
851;1342
852;1343
853;1344
853;1345
854;1346
854;1347
855;1348
855;1349
855;1350
855;1351
855;1352
856;1353
856;1354
857;1355
858;1356
858;1357
859;1358
859;1359
859;1360
860;1361
861;1362
861;1363
861;1364
861;1365
861;1366
861;1367
862;1368
863;1369
865;1370
866;1371
866;1372
866;1373
867;1374
867;1375
867;1376
868;1377
869;1378
870;1379
870;1380
870;1381
870;1382
872;1383
873;1384
874;1385
875;1386
876;1387
877;1388
878;1389
878;1390
878;1391
878;1392
879;1393
880;1394
882;1395
883;1396
884;1397
885;1398
887;1399
888;1400
888;1401
888;1402
888;1403
889;1404
891;1405
892;1406
892;1407
893;1408
894;1409
895;1410
895;1124
896;911
897;1411
897;1412
898;456
898;425
899;1413
900;1414
901;1415
901;1416
901;199
901;1417
901;1418
901;1419
902;1420
902;1421
902;1422
903;1423
903;1424
904;1425
905;1426
906;1427
907;1428
910;1429
911;1430
912;1431
912;1432
912;1433
913;1434
913;1435
914;1436
915;1437
915;1438
915;1439
916;1440
917;1441
919;1442
919;1443
920;1444
921;1445
921;1446
921;1447
922;1448
922;1449
922;1450
923;1451
923;447
924;1452
925;1453
926;1454
926;1455
926;1456
926;1457
926;1458
926;1459
926;1460
927;1461
928;1462
929;1388
930;1463
930;1464
930;1465
931;1466
931;278
933;1467
933;1468
933;1469
933;1470
933;1471
934;1472
935;1473
936;1474
936;1475
936;1476
936;1477
936;1478
937;1479
938;1480
939;1481
939;1482
940;1483
940;1484
940;1485
940;1486
940;1487
941;1488
941;1489
942;1490
943;1491
944;1492
945;1493
946;1494
947;1495
947;1237
948;1496
948;1497
948;1498
948;1499
948;1500
948;1501
950;1502
951;1503
952;1504
952;1505
952;1506
954;1507
956;1508
957;1509
958;1510
958;1511
959;1512
959;1513
960;1514
961;1515
961;1516
962;1517
962;1518
963;1519
964;1520
965;754
967;382
967;1521
969;1522
970;1523
971;1524
972;1525
974;1526
976;1527
977;1528
978;1529
979;1530
980;1531
980;1532
981;1533
981;1534
982;1535
983;1536
984;92
985;1537
987;1538
987;1539
988;1540
989;1541
990;1542
991;1543
991;1544
992;1545
994;1546
996;1547
996;1548
998;1549
998;1550
998;1551
998;1552
998;1553
999;1554
999;1555
1000;1556
1001;1557
1002;1558
1002;1559
1003;1560
1004;1561
1004;1562
1004;1563
1005;1564
1005;1565
1005;1566
1005;1567
1006;1568
1007;1569
1007;1570
1007;1571
1008;1572
1009;1573
1011;1574
1011;1575
1011;1576
1012;1577
1013;1578
1013;1579
1014;1580
1015;1547
1015;1548
1016;298
1017;1581
1018;1582
1018;1583
1018;1584
1018;1585
1019;1586
1019;1587
1019;1588
1019;1589
1020;1590
1020;1591
1020;1592
1021;1593
1022;1594
1023;1595
1023;945
1023;1596
1023;1597
1024;1598
1026;1599
1026;1600
1026;1601
1027;1602
1027;1603
1029;1604
1029;1263
1031;1605
1031;1606
1031;1607
1031;1608
1032;1609
1033;1610
1033;1611
1034;1612
1034;1613
1034;1614
1036;537
1037;1615
1037;1616
1038;1617
1039;1618
1039;1619
1039;1620
1040;1621
1041;1622
1043;1623
1044;1624
1045;1625
1045;1626
1047;1627
1047;1628
1050;1629
1050;1630
1051;1631
1051;1632
1051;1633
1052;1634
1052;1635
1052;1636
1052;1637
1053;1638
1053;1639
1054;1640
1055;1641
1056;439
1056;1642
1057;1643
1059;1644
1060;1645
1061;1646
1062;1647
1063;1648
1063;1649
1064;1650
1065;975
1065;1651
1065;1652
1066;1653
1066;1654
1067;1655
1069;1656
1070;1657
1070;1658
1070;1659
1070;1660
1070;1661
1071;1662
1072;1663
1074;1664
1074;1665
1076;1666
1078;1667
1079;1668
1080;1669
1080;1670
1080;1671
1081;456
1082;1672
1083;1284
1084;1673
1084;1674
1085;1675
1086;1676
1086;1677
1087;1678
1088;1679
1088;1680
1088;1681
1088;1682
1089;1683
1091;1684
1091;1685
1092;1686
1092;1687
1093;1688
1095;1689
1095;1690
1095;1691
1096;1692
1097;1693
1098;1694
1098;1695
1099;1696
1099;1697
1099;1698
1099;1699
1101;360
1103;1700
1103;1701
1104;1702
1105;1703
1105;1704
1106;1705
1106;1706
1107;1707
1108;1708
1108;1709
1109;1710
1110;1711
1111;1712
1111;1713
1113;1714
1113;1715
1116;1716
1116;1717
1117;1718
1118;1719
1119;1720
1119;1721
1119;1722
1120;1723
1120;1724
1122;1725
1122;1726
1122;1727
1123;1728
1123;1729
1123;1730
1123;1731
1123;1732
1123;1733
1123;1734
1123;1735
1123;1736
1123;1737
1124;1738
1125;1739
1126;1740
1127;1741
1127;1742
1128;1743
1128;1744
1129;1745
1129;1746
1130;1747
1131;1748
1131;1749
1131;1750
1132;1751
1132;1752
1133;1753
1133;1754
1135;1755
1135;1756
1136;1757
1137;1758
1138;1759
1138;1760
1138;1761
1139;1762
1139;1763
1139;1764
1139;1765
1139;1766
1139;1767
1139;1211
1139;1212
1139;1768
1141;1769
1143;1770
1143;1771
1143;1772
1145;1773
1145;1774
1146;1775
1146;1776
1147;1777
1147;1778
1147;1779
1147;1780
1148;297
1148;1781
1149;1782
1150;694
1152;1783
1152;1784
1152;724
1153;1785
1153;1786
1153;1787
1153;1788
1154;1789
1155;1790
1157;1791
1158;1792
1159;1793
1160;1794
1160;1795
1160;1796
1161;579
1162;1797
1163;1798
1163;1799
1164;1800
1164;1801
1165;1802
1166;1803
1167;1804
1167;1805
1167;1806
1167;1807
1168;1808
1169;1809
1169;1810
1170;1811
1170;1812
1170;1813
1171;1814
1172;835
1173;1815
1173;1816
1173;1817
1174;1818
1175;1819
1175;1820
1175;1821
1176;1822
1178;1823
1179;1824
1180;1825
1180;1826
1180;1827
1180;1828
1181;831
1181;832
1181;1829
1182;1830
1182;1831
1183;831
1183;832
1183;1832
1184;1833
1184;1834
1185;79
1186;1835
1188;1836
1188;1837
1189;1838
1190;1839
1190;124
1192;1840
1192;1841
1193;1842
1194;1843
1194;1844
1195;1845
1195;1846
1196;1847
1197;1848
1197;1849
1198;1850
1198;1851
1199;1852
1200;1853
1200;124
1201;1188
1202;1854
1203;1855
1203;1856
1204;1857
1205;1858
1205;1859
1206;1860
1206;1861
1207;1862
1207;1230
1209;1863
1209;1864
1210;1865
1210;1866
1210;1867
1210;1868
1211;1609
1213;1869
1213;1870
1215;1871
1216;1872
1216;1873
1217;1874
1217;1875
1218;1876
1219;238
1219;1877
1220;1878
1221;429
1222;100
1222;183
1223;1879
1224;1880
1225;1881
1225;1882
1225;1883
1225;1884
1226;1885
1227;1886
1228;1887
1230;1888
1232;1889
1232;1890
1233;1891
1233;1892
1234;505
1234;506
1235;1893
1235;1894
1236;1895
1237;1527
1238;1896
1239;1897
1239;1898
1239;1899
1240;1900
1241;1901
1241;1902
1241;1903
1241;1904
1243;1905
1244;1906
1245;1907
1246;1908
1247;1909
1247;1910
1248;1911
1249;1912
1251;1913
1251;1914
1251;1915
1252;1916
1252;1917
1252;1918
1255;1919
1255;1920
1256;1921
1257;1922
1259;1923
1259;1924
1260;1925
1261;318
1262;1926
1262;1927
1262;1928
1262;1929
1263;1930
1263;1931
1264;1932
1265;1933
1265;1934
1266;1935
1266;1936
1267;1937
1267;1938
1268;1939
1268;1940
1268;974
1269;1941
1269;1942
1270;1943
1270;1944
1271;1945
1272;1946
1272;1947
1273;1948
1274;1949
1275;1950
1276;1951
1277;1234
1278;1952
1279;1953
1280;1954
1281;1955
1281;1956
1281;1957
1281;1958
1281;1959
1282;1960
1283;1961
1284;537
1285;1962
1285;1963
1285;1964
1285;1965
1286;1966
1287;1967
1290;1968
1290;1969
1291;238
1291;1970
1294;1895
1295;1971
1296;1972
1296;1973
1297;1974
1297;1975
1299;1976
1300;1977
1301;1978
1303;1979
1304;1980
1304;1981
1304;1982
1305;1983
1305;1984
1305;1985
1307;1986
1308;1841
1309;263
1309;1987
1310;1988
1310;1989
1311;1990
1311;1991
1312;1992
1313;1993
1314;1994
1314;1995
1314;1996
1316;1997
1317;1998
1318;1999
1318;2000
1318;2001
1318;2002
1318;2003
1318;2004
1318;2005
1318;2006
1319;2007
1320;2008
1320;2009
1321;2010
1321;2011
1321;2012
1321;2013
1322;1263
1323;2014
1324;1188
1324;2015
1324;2016
1324;2017
1324;2018
1324;2019
1325;2020
1325;2021
1326;2022
1326;2023
1326;2024
1326;2025
1327;1217
1328;2026
1329;100
1329;181
1330;2027
1330;2028
1331;2029
1331;2030
1332;2031
1332;2032
1333;2033
1333;2034
1333;2035
1333;2036
1333;2037
1333;2038
1334;2039
1335;2040
1335;2041
1336;2042
1336;2043
1336;2044
1337;2045
1338;2046
1340;2047
1341;2048
1342;2049
1343;2050
1343;2051
1343;2052
1343;2053
1343;2054
1343;2055
1343;2056
1344;2057
1345;2058
1346;2059
1346;2060
1348;2061
1349;2062
1349;2063
1350;2064
1351;2065
1351;2066
1351;2067
1353;1641
1354;2068
1355;2069
1355;2070
1355;2071
1356;2072
1357;2073
1357;2074
1359;2075
1359;2076
1361;2077
1361;2078
1361;2079
1362;2080
1363;2081
1364;2082
1366;2083
1367;2084
1367;2085
1368;2086
1369;2087
1370;2088
1371;2089
1371;2090
1371;2091
1371;2092
1371;2093
1371;2094
1371;2095
1372;2096
1372;2097
1373;2098
1374;2099
1375;2100
1376;2101
1376;2102
1376;2103
1377;2104
1377;2105
1377;2106
1377;2107
1378;2108
1379;2109
1380;64
1381;2110
1382;2111
1382;2112
1382;2113
1382;2114
1383;2115
1384;2116
1384;2117
1384;2118
1385;2119
1387;1769
1389;2120
1389;2121
1390;2122
1391;69
1392;2123
1392;2124
1393;2125
1394;2126
1395;2127
1396;2128
1396;2129
1396;2130
1396;2131
1397;2132
1397;2133
1398;2134
1399;2135
1400;2136
1401;2137
1401;2138
1401;2139
1402;2140
1403;2141
1403;2142
1404;2143
1405;2144
1405;2145
1406;2146
1407;983
1408;2147
1409;2148
1410;2149
1411;2150
1411;2151
1413;2152
1414;2153
1415;2154
1417;2155
1417;2156
1418;2157
1419;777
1420;2158
1420;2159
1421;2160
1421;2161
1421;2162
1421;2163
1421;2164
1421;2165
1422;2166
1422;2167
1423;363
1423;362
1423;2168
1424;2169
1425;2170
1425;124
1425;2171
1426;2172
1427;1527
1428;2173
1429;2174
1429;2175
1430;2176
1430;2177
1432;2178
1432;2179
1432;2180
1433;2181
1434;2182
1434;2183
1435;2184
1436;2185
1436;2186
1437;2187
1437;2188
1437;2189
1437;2190
1437;2191
1437;2192
1437;2193
1438;2194
1438;2195
1438;2196
1439;1802
1440;2197
1442;2198
1442;2199
1442;2200
1442;2201
1446;2202
1446;2203
1447;2204
1449;2205
1449;2206
1449;2207
1450;2208
1451;1083
1451;1084
1451;2209
1452;2210
1453;2211
1453;2212
1453;2213
1454;2214
1454;2215
1454;2216
1455;2217
1456;132
1457;2218
1458;2219
1458;2220
1459;2221
1459;2222
1460;2223
1461;2224
1461;2225
1462;2226
1463;2227
1464;2228
1465;2229
1466;2230
1467;2231
1468;2232
1469;2233
1469;2234
1470;439
1471;2235
1471;2236
1471;2237
1472;2238
1473;2239
1475;2240
1475;2241
1476;2242
1477;2243
1477;2244
1478;2245
1479;2246
1479;2247
1481;2248
1482;2249
1482;2250
1482;2251
1483;2252
1484;2253
1484;2254
1484;2255
1485;2256
1486;2257
1487;2258
1488;2259
1488;2260
1489;2261
1491;2262
1491;2263
1491;2264
1492;2265
1493;2266
1494;2267
1496;2268
1496;2269
1496;2270
1497;2271
1498;537
1499;2272
1501;2273
1502;2274
1504;2275
1505;1425
1506;2276
1508;2277
1508;2278
1508;2279
1508;2280
1508;2281
1509;2282
1509;2283
1510;2284
1510;2285
1511;2286
1511;2287
1512;2288
1513;2289
1514;996
1516;2290
1517;2291
1517;2292
1518;2293
1519;2294
1519;2295
1520;2296
1521;2297
1521;2298
1522;2299
1523;2300
1524;2301
1524;2302
1525;2303
1526;2304
1527;2305
1527;2306
1528;2087
1529;2307
1530;100
1530;2308
1531;2309
1531;2310
1532;2311
1536;2140
1536;2312
1537;2313
1537;2314
1537;2315
1537;2316
1538;2317
1538;2318
1538;2319
1538;2320
1539;893
1539;240
1539;2321
1539;2322
1540;2323
1541;2324
1542;428
1543;2325
1543;2326
1543;2327
1544;2328
1544;1195
1544;2329
1544;2330
1545;2331
1547;2332
1547;2333
1547;2334
1547;2335
1547;2336
1548;2337
1548;2338
1549;2339
1549;2340
1549;2341
1550;2342
1551;2343
1552;2344
1553;2345
1554;2346
1554;2347
1555;2348
1555;2349
1556;2350
1556;2351
1557;2352
1558;2353
1559;2354
1560;2355
1561;2356
1563;1268
1564;2357
1566;2358
1567;2359
1567;2360
1568;2361
1569;2362
1570;2363
1571;2364
1571;2365
1571;2366
1572;2367
1573;2368
1573;2369
1574;2370
1574;2371
1575;2372
1576;2373
1576;2374
1577;2375
1577;2376
1577;2377
1577;2378
1577;2379
1577;2380
1577;2381
1578;2382
1578;2383
1578;2384
1579;2385
1580;2386
1581;2387
1583;2388
1584;2389
1584;2390
1584;2391
1585;2392
1587;2393
1587;2394
1588;2395
1588;2396
1589;2397
1590;847
1592;2398
1593;721
1594;2399
1594;2400
1595;2401
1596;2402
1597;2403
1598;2404
1598;2405
1598;2406
1598;2407
1599;2408
1600;2409
1600;2410
1600;2411
1601;2412
1602;2413
1603;2414
1604;2415
1604;2416
1604;2417
1604;2418
1605;2419
1606;2420
1607;2421
1609;382
1609;1521
1610;537
1611;2422
1611;2423
1612;2424
1613;2425
1613;2426
1614;2427
1616;2428
1616;2429
1616;2430
1617;2431
1617;2432
1618;2433
1618;2434
1618;2435
1619;2436
1619;2437
1620;1277
1621;2438
1622;2439
1623;2440
1625;2441
1625;2442
1627;2443
1628;2444
1628;2445
1628;2446
1629;2447
1629;2448
1629;2449
1629;2450
1630;1668
1632;2451
1632;2452
1633;2453
1635;2454
1635;2455
1635;2456
1636;2457
1638;2458
1639;2459
1639;2460
1639;2461
1640;2462
1641;2463
1641;2464
1641;2465
1642;1781
1643;2466
1644;2467
1645;2468
1645;2469
1646;2470
1647;1149
1648;2471
1649;2472
1649;2473
1649;124
1650;2474
1650;2475
1650;2476
1651;2477
1652;2478
1652;2479
1653;2480
1654;2481
1654;2482
1654;2483
1654;2484
1655;2485
1655;2486
1656;2487
1658;2488
1658;2489
1658;2490
1658;2491
1659;2492
1659;2493
1660;1710
1661;2494
1662;2495
1663;2496
1664;2497
1665;2498
1666;2499
1666;124
1666;2500
1668;2501
1668;2502
1669;2503
1669;2504
1670;2505
1673;2506
1674;2507
1675;2508
1675;2509
1675;2510
1675;2511
1676;2512
1676;2513
1676;2514
1676;2515
1676;2516
1677;2517
1678;2518
1678;2519
1678;2520
1679;2521
1681;2522
1681;2523
1683;2524
1683;2525
1685;2526
1685;2527
1685;2528
1685;2529
1685;2530
1686;2531
1686;2532
1686;2533
1687;2534
1688;2535
1689;2536
1689;2537
1690;2538
1690;2539
1690;2540
1693;2541
1695;2542
1697;2543
1697;2544
1697;2545
1697;657
1697;2546
1698;2547
1698;2548
1698;2549
1700;2550
1700;1726
1701;2551
1702;2552
1702;2553
1702;2554
1703;2555
1703;2556
1704;2557
1705;2558
1706;2559
1707;2560
1710;2561
1710;2562
1710;2563
1710;2564
1711;2565
1712;2235
1712;2236
1712;2237
1713;2566
1714;2567
1714;2568
1715;2569
1715;2570
1715;2055
1716;2571
1716;2572
1718;2573
1718;2574
1718;2575
1719;2576
1719;2577
1719;2578
1720;2579
1720;2580
1720;2581
1721;2582
1722;2583
1723;2584
1724;2585
1724;2586
1725;2587
1725;2588
1726;1643
1727;2589
1727;2590
1728;2140
1728;2591
1729;2592
1730;2593
1731;2594
1731;2595
1732;2596
1732;2597
1733;2598
1733;2599
1735;2600
1736;2601
1736;2602
1736;2603
1736;2604
1736;2605
1736;2606
1736;2607
1736;2608
1737;251
1738;2609
1739;2610
1739;2611
1740;2612
1740;2613
1740;2614
1740;2615
1740;2616
1741;2617
1742;2618
1742;2619
1742;2620
1742;2621
1742;2622
1742;2623
1743;2624
1744;2625
1744;2626
